SetID	MetaSKATO_P	METASKATO_exome_wide_check	RE_BETAsum	RE_BETAsum_L95	RE_BETAsum_U95	RE_BETAsum_SE	RE_tau2	RE_het	RE_hetP	FE_BETAsum	FE_BETAsum_L95	FE_BETAsum_U95	FE_BETAsum_SE	FE_tau2	FE_het	FE_hetP	cohort1_P.value	cohort1_N.Marker.All	cohort1_N.Marker.Test	cohort1_cMAC	cohort1_cMAF	cohort1_medANDav_Pheno	cohort1_Carriers_AvPheno	cohort1_nonCarriers_AvPheno	cohort1_AvDiff_Pheno	cohort1_Carriers_medianPheno	cohort1_nonCarriers_medianPheno	cohort1_medianDiff_Pheno	cohort1_no_of_carriers	cohort1_P_regression	cohort1_BETA_noOfMutations	cohort1_BETA_L95	cohort1_BETA_U95	cohort1_eff_estimate	cohort1_eff_stdErr	cohort1_exome_wide_check	cohort2_P.value	cohort2_N.Marker.All	cohort2_N.Marker.Test	cohort2_cMAC	cohort2_cMAF	cohort2_medANDav_Pheno	cohort2_Carriers_AvPheno	cohort2_nonCarriers_AvPheno	cohort2_AvDiff_Pheno	cohort2_Carriers_medianPheno	cohort2_nonCarriers_medianPheno	cohort2_medianDiff_Pheno	cohort2_no_of_carriers	cohort2_P_regression	cohort2_BETA_noOfMutations	cohort2_BETA_L95	cohort2_BETA_U95	cohort2_eff_estimate	cohort2_eff_stdErr	cohort2_exome_wide_check	chr	start	end	gene_type	strand	additional_info1	additional_info2
Gene857	0.255036584936684	NA	-2.267	-9.434	4.9	3.657	0	0.88903226576582	0.345739689465683	-2.267	-9.434	4.9	3.657	0	0.88903226576582	0.345739689465683	0.253148817626291	10	8	24	0.004	48_48.61	46.895	48.726	-1.831	51	48	3	19	0.272608849389544	-5.548	-15.442	4.345	-5.548	5.048	NA	0.613149770496304	10	7	20	0.003333	48_48.61	46.625	48.722	-2.097	51	47.5	3.5	16	0.798359907064421	1.356	-9.039	11.751	1.356	5.304	NA	1	1284500	1285500	protein_coding	+	info857	info857
Gene897	0.255227558285421	NA	0.76	-5.323	6.844	3.104	8.5598365	1.77709399966664	0.182506571796893	0.456	-4.029	4.94	2.288	8.5598365	1.77709399966664	0.182506571796893	0.655941722708985	10	9	38	0.006333	48_48.61	45.333	48.819	-3.486	44.5	48	-3.5	18	0.500009151618329	-1.976	-7.711	3.759	-1.976	2.926	NA	0.176776591211641	10	8	31	0.005167	48_48.61	57.368	48.018	9.351	53	47	6	19	0.244283201199369	4.281	-2.911	11.474	4.281	3.67	NA	1	1344500	1345500	protein_coding	+	info897	info897
Gene75	0.255327423581219	NA	2.621	-2.183	7.426	2.451	0	0.275108216185776	0.599925539327454	2.621	-2.183	7.426	2.451	0	0.275108216185776	0.599925539327454	0.628609787029972	10	10	40	0.006667	48_48.61	58	47.975	10.025	56	48	8	19	0.468272908257259	1.986	-3.373	7.344	1.986	2.734	NA	0.105669293556057	10	5	17	0.002833	48_48.61	56.273	48.318	7.954	54	48	6	11	0.346090412960961	5.224	-5.625	16.073	5.224	5.535	NA	1	111500	112500	protein_coding	+	info75	info75
Gene997	0.255888478562959	NA	3.765	-2.325	9.854	3.107	0	0.285774289231335	0.592941278564439	3.765	-2.325	9.854	3.107	0	0.285774289231335	0.592941278564439	0.335463409161275	10	8	23	0.003833	48_48.61	55.357	48.28	7.077	53.5	48	5.5	14	0.216524202513803	5.4	-3.146	13.946	5.4	4.36	NA	0.669236943725321	10	10	31	0.005167	48_48.61	53.13	48.235	4.896	49	47	2	23	0.639193265651291	2.078	-6.601	10.757	2.078	4.428	NA	1	1494500	1495500	protein_coding	+	info997	info997
Gene543	0.256746409246729	NA	-0.698	-6.278	4.881	2.846	0	0.633655652096905	0.426017558887044	-0.698	-6.278	4.881	2.846	0	0.633655652096905	0.426017558887044	0.43910240896432	10	10	34	0.005667	48_48.61	52.367	48.193	4.174	49	48	1	30	0.620054254818291	2.386	-7.037	11.809	2.386	4.808	NA	0.219635332859641	10	8	30	0.005	48_48.61	45.667	48.798	-3.131	38	48	-10	18	0.503867364934657	-2.363	-9.285	4.558	-2.363	3.532	NA	1	813500	814500	protein_coding	+	info543	info543
Gene490	0.256889808439859	NA	-4.78	-11.293	1.733	3.323	0	0.0129453930191346	0.909413919051675	-4.78	-11.293	1.733	3.323	0	0.0129453930191346	0.909413919051675	0.484473672794085	10	7	22	0.003667	48_48.61	40.077	48.997	-8.92	35	48	-13	13	0.33088274711324	-4.427	-13.336	4.482	-4.427	4.545	NA	0.450297872363025	10	9	27	0.0045	48_48.61	39.182	49.356	-10.174	31.5	49	-17.5	22	0.287983192244664	-5.185	-14.731	4.361	-5.185	4.871	NA	1	734000	735000	non_coding	-	info490	info490
Gene988	0.257483528366947	NA	-2.473	-8.516	3.569	3.083	0	0.0480129777092804	0.826557632179571	-2.473	-8.516	3.569	3.083	0	0.0480129777092804	0.826557632179571	0.262172386074003	10	8	24	0.004	48_48.61	45.6	48.825	-3.225	38	48.5	-10.5	20	0.777605782180587	-1.514	-12.009	8.982	-1.514	5.355	NA	0.374758865335474	10	9	39	0.0065	48_48.61	43.84	49.044	-5.204	36	48	-12	25	0.434706677219505	-2.949	-10.337	4.439	-2.949	3.77	NA	1	1481000	1482000	non_coding	-	info988	info988
Gene423	0.257528669475327	NA	2.221	-2.084	6.526	2.196	0	0.0738881222349017	0.785757583485561	2.221	-2.084	6.526	2.196	0	0.0738881222349017	0.785757583485561	0.192640727333443	10	10	46	0.007667	48_48.61	48.862	48.583	0.279	51	48	3	29	0.600415695119993	1.626	-4.452	7.704	1.626	3.101	NA	0.207490230418733	10	9	53	0.008833	48_48.61	52.688	48.123	4.564	49	48	1	32	0.365436504162477	2.82	-3.277	8.916	2.82	3.111	NA	1	633500	634500	protein_coding	+	info423	info423
Gene707	0.257550064070515	NA	2.954	-3.346	9.253	3.214	0	0.222610913017521	0.637057694337003	2.954	-3.346	9.253	3.214	0	0.222610913017521	0.637057694337003	0.297606295907002	10	10	19	0.003167	48_48.61	49.692	48.561	1.131	44	48	-4	13	0.3256705792273	4.46	-4.419	13.34	4.46	4.53	NA	0.375107431561303	10	10	33	0.0055	48_48.61	53	48.176	4.824	56	48	8	27	0.754695362926539	1.427	-7.514	10.367	1.427	4.561	NA	1	1059500	1060500	protein_coding	+	info707	info707
Gene180	0.258643713000968	NA	4.018	-3.195	11.232	3.68	0	0.00441441398200692	0.947026684078139	4.018	-3.195	11.232	3.68	0	0.00441441398200692	0.947026684078139	0.586729076842185	10	7	30	0.005	48_48.61	52.833	48.243	4.591	55.5	48	7.5	24	0.416628470708363	3.824	-5.39	13.037	3.824	4.701	NA	0.213677599601742	10	5	16	0.002667	48_48.61	53.545	48.422	5.123	51	48	3	11	0.465088371832969	4.326	-7.266	15.919	4.326	5.915	NA	1	269000	270000	non_coding	-	info180	info180
Gene591	0.258655014344481	NA	3.808	-3.274	10.89	3.613	0	0.0570974506791207	0.811143788973013	3.808	-3.274	10.89	3.613	0	0.0570974506791207	0.811143788973013	0.396154552959797	10	9	36	0.006	48_48.61	52.407	48.234	4.173	54	47	7	27	0.303770874291139	4.313	-3.892	12.517	4.313	4.186	NA	0.10786024902102	10	3	18	0.003	48_48.61	51.111	48.45	2.661	50.5	47.5	3	18	0.744685186658734	2.332	-11.692	16.357	2.332	7.156	NA	1	885500	886500	protein_coding	+	info591	info591
Gene784	0.259011196355486	NA	-1.225	-7.793	5.344	3.351	7.78681	1.51078216485154	0.21901977374522	-0.952	-6.209	4.304	2.682	7.78681	1.51078216485154	0.21901977374522	0.329004109819922	10	10	26	0.004333	48_48.61	43.167	48.957	-5.791	34	48	-14	18	0.23650198551731	-5.151	-13.663	3.36	-5.151	4.343	NA	0.556809735223764	10	10	38	0.006333	48_48.61	51.727	48.363	3.364	43	48	-5	22	0.631862660826607	1.636	-5.048	8.32	1.636	3.41	NA	1	1175000	1176000	non_coding	-	info784	info784
Gene149	0.259137147795954	NA	5.543	-2.2	13.285	3.95	10.7355115	1.5242617357125	0.216975703046986	5.568	-0.703	11.838	3.199	10.7355115	1.5242617357125	0.216975703046986	0.50687408449377	10	10	28	0.004667	48_48.61	49.364	48.55	0.813	47	48	-1	22	0.735629452044397	1.544	-7.408	10.495	1.544	4.567	NA	0.134544280078131	10	9	27	0.0045	48_48.61	56.857	47.989	8.868	54	47	7	21	0.0359754842261689	9.445	0.659	18.231	9.445	4.483	NA	1	222500	223500	protein_coding	+	info149	info149
Gene1175	0.259484669857532	NA	-4.634	-10.786	1.518	3.139	0	0.0901609955701351	0.763972582808626	-4.634	-10.786	1.518	3.139	0	0.0901609955701351	0.763972582808626	0.291636331498381	10	10	30	0.005	48_48.61	46.476	48.771	-2.294	48	48	0	21	0.404302422637154	-3.697	-12.372	4.979	-3.697	4.426	NA	0.297571184357961	10	9	17	0.002833	48_48.61	33.875	49.014	-15.139	39.5	48.5	-9	8	0.210854653325458	-5.582	-14.308	3.143	-5.582	4.452	NA	1	1761500	1762500	protein_coding	+	info1175	info1175
Gene464	0.259901089394831	NA	2.126	-3.646	7.898	2.945	0	0.737036720392756	0.390611778867503	2.126	-3.646	7.898	2.945	0	0.737036720392756	0.390611778867503	0.827762374279851	10	5	18	0.003	48_48.61	45.455	48.73	-3.276	43	48	-5	11	0.755123196479151	-1.654	-12.036	8.729	-1.654	5.297	NA	0.0871980216255517	10	8	32	0.005333	48_48.61	55.833	48.149	7.684	49.5	47	2.5	18	0.282338681888437	3.817	-3.129	10.762	3.817	3.543	NA	1	695000	696000	non_coding	-	info464	info464
Gene1254	0.262252281737368	NA	-0.637	-10.723	9.45	5.146	26.975105	1.96185266186117	0.161315318148991	0.338	-6.454	7.13	3.465	26.975105	1.96185266186117	0.161315318148991	0.363692502553094	10	10	26	0.004333	48_48.61	51.375	48.454	2.921	52	48	4	16	0.389584166712566	3.595	-4.583	11.773	3.595	4.173	NA	0.269204342438713	10	6	22	0.003667	48_48.61	42.143	49.097	-6.954	36	49	-13	21	0.26847922424471	-6.895	-19.083	5.294	-6.895	6.219	NA	1	1880000	1881000	non_coding	-	info1254	info1254
Gene631	0.262730409557816	NA	0.472	-4.451	5.395	2.512	1.4832955	1.13246841161784	0.287249434082328	0.448	-4.174	5.071	2.358	1.4832955	1.13246841161784	0.287249434082328	0.158140332641369	10	10	44	0.007333	48_48.61	42.333	49.156	-6.822	33	49	-16	24	0.561226731194502	-1.866	-8.154	4.422	-1.866	3.208	NA	0.610954157967307	10	8	26	0.004333	48_48.61	60.231	48.084	12.147	59	47	12	13	0.362984412135807	3.17	-3.649	9.988	3.17	3.479	NA	1	945500	946500	protein_coding	+	info631	info631
Gene442	0.26276166556117	NA	2.455	-3.571	8.481	3.074	6.55747599999999	1.48361291104805	0.223210103296188	2.832	-1.921	7.585	2.425	6.55747599999999	1.48361291104805	0.223210103296188	0.819213727052206	10	10	14	0.002333	48_48.61	48.857	48.604	0.253	43	48	-5	7	0.728346951254961	-1.495	-9.925	6.935	-1.495	4.301	NA	0.12512566546658	10	8	32	0.005333	48_48.61	62.364	48.087	14.277	67	48	19	11	0.0998086910795356	4.848	-0.907	10.603	4.848	2.936	NA	1	662000	663000	non_coding	-	info442	info442
Gene390	0.263165786625172	NA	-5.186	-12.683	2.311	3.825	0	0.687544550938743	0.407000827747865	-5.186	-12.683	2.311	3.825	0	0.687544550938743	0.407000827747865	0.612040254470991	10	10	20	0.003333	48_48.61	44.091	48.782	-4.691	48	48	0	11	0.441580133311667	-3.388	-12.006	5.23	-3.388	4.397	NA	0.0971458876620173	10	5	13	0.002167	48_48.61	34.583	49.194	-14.611	17.5	49	-31.5	12	0.16554882737556	-10.78	-25.979	4.419	-10.78	7.755	NA	1	584000	585000	non_coding	-	info390	info390
Gene23	0.26634509127572	NA	-2.192	-10.835	6.452	4.41	26.665281	3.16453569230197	0.0752538314726487	-1.74	-6.55	3.07	2.454	26.665281	3.16453569230197	0.0752538314726487	0.598941948514757	10	9	27	0.0045	48_48.61	58	48.219	9.781	66.5	48	18.5	12	0.534212032074335	2.015	-4.331	8.36	2.015	3.237	NA	0.219671520542237	10	9	39	0.0065	48_48.61	39.231	49.5	-10.269	38.5	49	-10.5	26	0.0711583057223025	-6.815	-14.19	0.56	-6.815	3.763	NA	1	33500	34500	protein_coding	+	info23	info23
Gene1238	0.266366885860009	NA	2.033	-8.524	12.591	5.386	36.8528765	2.72975678373147	0.098494283307449	1.59	-4.753	7.933	3.236	36.8528765	2.72975678373147	0.098494283307449	0.576229686490849	10	10	29	0.004833	48_48.61	45.455	48.86	-3.405	42	48	-6	22	0.47162507748308	-3.103	-11.542	5.336	-3.103	4.306	NA	0.101630494354232	10	8	28	0.004667	48_48.61	56.043	47.993	8.051	65	47	18	23	0.118515325257903	7.682	-1.935	17.298	7.682	4.906	NA	1	1856000	1857000	non_coding	-	info1238	info1238
Gene199	0.267781788257451	NA	-0.083	-4.102	3.936	2.051	0	0.112555382294171	0.737253416196635	-0.083	-4.102	3.936	2.051	0	0.112555382294171	0.737253416196635	1	10	9	35	0.005833	48_48.61	53.304	48.22	5.084	51	47	4	23	0.799049123186808	0.93	-6.223	8.083	0.93	3.649	NA	0.15624477393941	10	9	40	0.006667	48_48.61	43.188	48.915	-5.728	41	49	-8	16	0.824721767004641	-0.55	-5.408	4.309	-0.55	2.479	NA	1	297500	298500	protein_coding	+	info199	info199
Gene675	0.267959661112476	NA	-4.333	-12.359	3.694	4.095	0	0.0880374512712657	0.766687114829468	-4.333	-12.359	3.694	4.095	0	0.0880374512712657	0.766687114829468	0.538613839782475	10	6	25	0.004167	48_48.61	43.375	49.065	-5.69	40.5	49	-8.5	24	0.345638323160754	-5.608	-17.245	6.028	-5.608	5.937	NA	0.414891612977468	10	5	16	0.002667	48_48.61	48.4	48.617	-0.217	46.5	48	-1.5	10	0.574948480007388	-3.175	-14.26	7.91	-3.175	5.656	NA	1	1011500	1012500	protein_coding	+	info675	info675
Gene1112	0.268854724811354	NA	-3.494	-9.132	2.144	2.877	0	0.0323985168336527	0.857155802622447	-3.494	-9.132	2.144	2.877	0	0.0323985168336527	0.857155802622447	0.574716903249382	10	9	37	0.006167	48_48.61	42.577	49.182	-6.606	41.5	48	-6.5	26	0.428547385367121	-3.038	-10.55	4.473	-3.038	3.832	NA	0.36352186790792	10	7	26	0.004333	48_48.61	48.056	48.645	-0.59	34.5	48.5	-14	18	0.349198714362497	-4.082	-12.615	4.451	-4.082	4.354	NA	1	1667000	1668000	non_coding	-	info1112	info1112
Gene398	0.269224228090093	NA	0.274	-3.995	4.543	2.178	0	0.968388957137349	0.325082297220656	0.274	-3.995	4.543	2.178	0	0.968388957137349	0.325082297220656	0.656925988678052	10	9	36	0.006	48_48.61	57.571	48.171	9.4	62	47.5	14.5	14	0.548201054467346	1.513	-3.419	6.445	1.513	2.516	NA	0.145693260822729	10	8	28	0.004667	48_48.61	44.474	48.89	-4.416	49	48	1	19	0.430654792411806	-3.433	-11.961	5.094	-3.433	4.351	NA	1	596000	597000	non_coding	-	info398	info398
Gene298	0.271542481105519	NA	8.138	-13.197	29.472	10.885	214.1177175	10.3710982655165	0.00128003378452157	7.843	1.222	14.465	3.378	214.1177175	10.3710982655165	0.00128003378452157	0.167715930790999	10	9	32	0.005333	48_48.61	48.37	48.634	-0.263	45	48	-3	27	0.564376559554124	-2.716	-11.943	6.511	-2.716	4.708	NA	0.603996910985937	10	8	23	0.003833	48_48.61	73.556	47.018	26.538	81	45.5	35.5	18	0.000106890913828106	19.054	9.546	28.561	19.054	4.851	NA	1	446000	447000	non_coding	-	info298	info298
Gene508	0.271623599399898	NA	6.104	0.518	11.69	2.85	0	0.0728277326531014	0.787263238585883	6.104	0.518	11.69	2.85	0	0.0728277326531014	0.787263238585883	0.142329692244425	10	7	32	0.005333	48_48.61	56.083	47.96	8.123	60.5	46.5	14	24	0.0932454465934079	6.898	-1.13	14.926	6.898	4.096	NA	0.643828418073247	10	8	30	0.005	48_48.61	52.368	48.356	4.013	48	48	0	19	0.177894694690347	5.359	-2.418	13.136	5.359	3.968	NA	1	761000	762000	non_coding	-	info508	info508
Gene1184	0.271994047175491	NA	-1.845	-7.249	3.558	2.757	0	0.695084114893409	0.404440449492769	-1.845	-7.249	3.558	2.757	0	0.695084114893409	0.404440449492769	0.401477417698503	10	10	26	0.004333	48_48.61	46.692	48.697	-2.005	40	48	-8	13	0.291506129421896	-3.945	-11.263	3.372	-3.945	3.734	NA	0.52776723712623	10	8	31	0.005167	48_48.61	47.238	48.713	-1.475	48	48	0	21	0.869716803134063	0.671	-7.342	8.684	0.671	4.088	NA	1	1775000	1776000	non_coding	-	info1184	info1184
Gene503	0.274417476483245	NA	1.309	-3.234	5.851	2.318	0	0.685446027776774	0.407717688327123	1.309	-3.234	5.851	2.318	0	0.685446027776774	0.407717688327123	0.478358658121769	10	9	29	0.004833	48_48.61	58.5	48.198	10.302	52.5	48	4.5	12	0.330925069188719	3.043	-3.081	9.166	3.043	3.124	NA	0.438573518390003	10	9	25	0.004167	48_48.61	40.5	48.948	-8.448	35.5	49	-13.5	12	0.814026992867241	-0.814	-7.587	5.96	-0.814	3.456	NA	1	753500	754500	protein_coding	+	info503	info503
Gene427	0.275434444355741	NA	-5.667	-10.511	-0.822	2.472	0	0.287805552960117	0.591630227441706	-5.667	-10.511	-0.822	2.472	0	0.287805552960117	0.591630227441706	0.155248730106612	10	10	39	0.0065	48_48.61	39.652	49.354	-9.702	33	49	-16	23	0.106471827755372	-4.793	-10.595	1.009	-4.793	2.96	NA	0.765272884884864	10	6	29	0.004833	48_48.61	41.826	49.173	-7.347	37	49	-12	23	0.0884323984558986	-7.679	-16.484	1.126	-7.679	4.492	NA	1	639500	640500	protein_coding	+	info427	info427
Gene89	0.275951070735257	NA	-1.481	-7.171	4.209	2.903	1.6567625	1.10683842669504	0.292770238380246	-1.439	-6.836	3.958	2.754	1.6567625	1.10683842669504	0.292770238380246	0.292591071994641	10	8	33	0.0055	48_48.61	41.08	49.295	-8.215	42	49	-7	25	0.255994039682055	-4.803	-13.074	3.468	-4.803	4.22	NA	0.361102971781787	10	9	38	0.006333	48_48.61	52.833	48.243	4.591	53.5	47.5	6	24	0.771574358425508	1.056	-6.067	8.179	1.056	3.634	NA	1	132500	133500	protein_coding	+	info89	info89
Gene877	0.276356865601394	NA	-2.829	-7.908	2.249	2.591	0	0.105710468072217	0.745081577593042	-2.829	-7.908	2.249	2.591	0	0.105710468072217	0.745081577593042	0.363072688856818	10	10	45	0.0075	48_48.61	40.8	49.168	-8.368	32.5	49	-16.5	20	0.255848904663686	-3.043	-8.282	2.196	-3.043	2.673	NA	0.10562950845826	10	3	8	0.001333	48_48.61	48.125	48.623	-0.498	40.5	48	-7.5	8	0.962720769376263	0.493	-20.169	21.155	0.493	10.542	NA	1	1314500	1315500	protein_coding	+	info877	info877
Gene378	0.276709579457665	NA	1.646	-2.914	6.205	2.326	2.6193435	1.19875919652931	0.273569816019109	1.959	-1.764	5.682	1.899	2.6193435	1.19875919652931	0.273569816019109	0.227898980746939	10	10	54	0.009	48_48.61	62.353	47.784	14.568	67	46	21	17	0.166629413151941	2.879	-1.191	6.95	2.879	2.077	NA	0.782452065717467	10	8	26	0.004333	48_48.61	51.526	48.413	3.114	54	47	7	19	0.559604872369687	-2.742	-11.943	6.459	-2.742	4.695	NA	1	566000	567000	non_coding	-	info378	info378
Gene1012	0.277163581818371	NA	1.794	-3.096	6.683	2.495	0	0.0342510290050563	0.853173868662432	1.794	-3.096	6.683	2.495	0	0.0342510290050563	0.853173868662432	0.341053265914878	10	7	20	0.003333	48_48.61	54	48.286	5.714	62	48	14	17	0.638642911721048	2.791	-8.847	14.429	2.791	5.938	NA	0.156376155535096	10	10	20	0.003333	48_48.61	60.75	48.446	12.304	62.5	48	14.5	4	0.566018319824895	1.58	-3.809	6.968	1.58	2.749	NA	1	1517000	1518000	non_coding	-	info1012	info1012
Gene425	0.277193329182366	NA	-1.597	-7.617	4.422	3.071	0	0.245528375080283	0.620241436055662	-1.597	-7.617	4.422	3.071	0	0.245528375080283	0.620241436055662	0.167509480950063	10	8	25	0.004167	48_48.61	48.385	48.62	-0.236	48	48	0	13	0.479295055075716	-2.627	-9.895	4.641	-2.627	3.708	NA	0.273553072684787	10	5	20	0.003333	48_48.61	49.6	48.558	1.042	51	48	3	15	0.905343569790938	0.652	-10.091	11.396	0.652	5.481	NA	1	636500	637500	protein_coding	+	info425	info425
Gene755	0.277397918029206	NA	-4.76	-19.199	9.679	7.367	81.6572355	3.99747067460589	0.0455685982581804	-3.491	-10.532	3.55	3.592	81.6572355	3.99747067460589	0.0455685982581804	0.702603960918141	10	9	25	0.004167	48_48.61	54.294	48.269	6.026	52	48	4	17	0.632110168260754	2.196	-6.784	11.175	2.196	4.582	NA	0.121193944164001	10	7	21	0.0035	48_48.61	29.474	49.904	-20.43	23	49	-26	19	0.0307463412602962	-12.562	-23.903	-1.22	-12.562	5.787	NA	1	1131500	1132500	protein_coding	+	info755	info755
Gene360	0.277963885543325	NA	-3.807	-11.561	3.948	3.957	0	0.21949876431415	0.639422100458652	-3.807	-11.561	3.948	3.957	0	0.21949876431415	0.639422100458652	0.280814768859163	10	7	21	0.0035	48_48.61	50.368	48.491	1.877	48	48	0	19	0.782484061598188	-1.669	-13.506	10.168	-1.669	6.039	NA	0.472254781298793	10	9	23	0.003833	48_48.61	44.722	48.858	-4.136	38.5	48	-9.5	18	0.302116874117791	-5.414	-15.678	4.851	-5.414	5.237	NA	1	539000	540000	non_coding	-	info360	info360
Gene457	0.278060247861575	NA	0.643	-5.4	6.686	3.083	7.070554	1.56262457885538	0.211281344892253	0.958	-3.759	5.676	2.407	7.070554	1.56262457885538	0.211281344892253	0.24310540635778	10	9	40	0.006667	48_48.61	60.9	47.732	13.168	68	47	21	20	0.286047190748036	3.216	-2.681	9.112	3.216	3.009	NA	0.516759069641004	10	8	25	0.004167	48_48.61	41.933	48.961	-7.028	34	48	-14	15	0.447414409615378	-3.051	-10.911	4.809	-3.051	4.01	NA	1	684500	685500	protein_coding	+	info457	info457
Gene1101	0.27848438786504	NA	-6.667	-12.146	-1.188	2.795	0	0.248913718544748	0.617841002271526	-6.667	-12.146	-1.188	2.795	0	0.248913718544748	0.617841002271526	0.111903363870076	10	10	39	0.0065	48_48.61	46.903	48.807	-1.903	40	48	-8	31	0.175852430523496	-5.304	-12.966	2.357	-5.304	3.909	NA	0.865612382663689	10	9	33	0.0055	48_48.61	39.875	49.37	-9.495	36.5	49	-12.5	24	0.043856382495586	-8.094	-15.931	-0.257	-8.094	3.999	NA	1	1650500	1651500	protein_coding	+	info1101	info1101
Gene1219	0.279111776595895	NA	-0.818	-8.751	7.114	4.047	0	0.699876125473538	0.402825321010309	-0.818	-8.751	7.114	4.047	0	0.699876125473538	0.402825321010309	0.0938722437010989	10	7	20	0.003333	48_48.61	59.5	47.996	11.504	78.5	48	30.5	16	0.697192784104154	2.073	-8.358	12.503	2.073	5.322	NA	1	10	4	13	0.002167	48_48.61	37.25	48.921	-11.671	27	48	-21	8	0.443393500363368	-4.783	-16.998	7.432	-4.783	6.232	NA	1	1827500	1828500	protein_coding	+	info1219	info1219
Gene197	0.279938408732183	NA	-6.18	-12.607	0.248	3.279	0	0.00775868702605335	0.929810382436478	-6.18	-12.607	0.248	3.279	0	0.00775868702605335	0.929810382436478	0.19012590699365	10	5	27	0.0045	48_48.61	43.591	49.007	-5.416	43	48.5	-5.5	22	0.241593298493452	-5.849	-15.618	3.921	-5.849	4.985	NA	0.623392644302648	10	9	30	0.005	48_48.61	38.667	49.358	-10.692	40	49	-9	21	0.140714842363071	-6.432	-14.966	2.102	-6.432	4.354	NA	1	294500	295500	protein_coding	+	info197	info197
Gene979	0.280049595376691	NA	-2.157	-8.364	4.05	3.167	3.4671675	1.20674384074588	0.271977956016912	-2.095	-7.734	3.544	2.877	3.4671675	1.20674384074588	0.271977956016912	0.720296693464892	10	10	42	0.007	48_48.61	51.938	48.213	3.725	50.5	47.5	3	32	0.851218374819239	0.724	-6.832	8.279	0.724	3.855	NA	0.0197763997514522	10	8	26	0.004333	48_48.61	43.706	48.905	-5.199	45	48	-3	17	0.193072381669302	-5.638	-14.109	2.833	-5.638	4.322	NA	1	1467500	1468500	protein_coding	+	info979	info979
Gene853	0.280467122661955	NA	1.37	-3.635	6.375	2.554	3.0124075	1.28954897937459	0.256131084645066	1.245	-3.12	5.61	2.227	3.0124075	1.28954897937459	0.256131084645066	0.457371261598964	10	9	41	0.006833	48_48.61	51.833	48.33	3.504	48.5	48	0.5	24	0.783042790350207	-0.787	-6.386	4.812	-0.787	2.857	NA	0.1741430599687	10	10	47	0.007833	48_48.61	56.703	47.471	9.231	54	46	8	37	0.217665235453749	4.393	-2.576	11.362	4.393	3.556	NA	1	1278500	1279500	protein_coding	+	info853	info853
Gene704	0.280772260819121	NA	2.706	-1.667	7.078	2.231	0	0.577598635188503	0.44725512159214	2.706	-1.667	7.078	2.231	0	0.577598635188503	0.44725512159214	0.257397001445268	10	10	26	0.004333	48_48.61	52.4	48.411	3.989	42	48	-6	15	0.189692740621637	5.161	-2.534	12.855	5.161	3.926	NA	0.674496075260526	10	10	46	0.007667	48_48.61	61.931	47.185	14.747	65	46	19	29	0.571774031500429	1.535	-3.779	6.848	1.535	2.711	NA	1	1055000	1056000	non_coding	-	info704	info704
Gene721	0.282487229866362	NA	0.989	-4.112	6.09	2.603	3.597756	1.36013831330224	0.243513512129434	1.04	-3.328	5.409	2.229	3.597756	1.36013831330224	0.243513512129434	0.384501809633611	10	10	40	0.006667	48_48.61	48.609	48.61	-0.001	44	48	-4	23	0.591623961194892	-1.76	-8.181	4.662	-1.76	3.276	NA	0.207155016471913	10	7	25	0.004167	48_48.61	63.125	48.212	14.913	64.5	48	16.5	8	0.257078745124837	3.453	-2.507	9.413	3.453	3.041	NA	1	1080500	1081500	protein_coding	+	info721	info721
Gene1291	0.283299144853501	NA	1.315	-7.77	10.4	4.635	0	0.0609666320165616	0.804974611065569	1.315	-7.77	10.4	4.635	0	0.0609666320165616	0.804974611065569	0.464725610728628	10	7	20	0.003333	48_48.61	51.278	48.44	2.838	52	48	4	18	0.707042812069554	2.332	-9.819	14.484	2.332	6.2	NA	0.0733458272286833	10	5	19	0.003167	48_48.61	47.526	48.683	-1.157	48	48	0	19	0.996880368748954	0.027	-13.652	13.707	0.027	6.979	NA	1	1935500	1936500	protein_coding	+	info1291	info1291
Gene422	0.285020124125056	NA	-1.036	-7.515	5.444	3.306	5.8302405	1.32573141284502	0.249566025859745	-1.351	-6.793	4.091	2.777	5.8302405	1.32573141284502	0.249566025859745	0.381376727237625	10	10	38	0.006333	48_48.61	43.476	48.996	-5.52	45	48	-3	21	0.295510475567704	-3.513	-10.083	3.057	-3.513	3.352	NA	0.5954780776878	10	8	21	0.0035	48_48.61	58.133	48.109	10.025	54	47	7	15	0.496242705522638	3.376	-6.337	13.089	3.376	4.956	NA	1	632000	633000	non_coding	-	info422	info422
Gene619	0.288553414128823	NA	2.175	-3.192	7.542	2.738	0	0.839105368815613	0.359652761173707	2.175	-3.192	7.542	2.738	0	0.839105368815613	0.359652761173707	0.328733428686244	10	6	23	0.003833	48_48.61	61.786	47.965	13.821	67	47.5	19.5	14	0.226587166944258	5.29	-3.266	13.846	5.29	4.366	NA	0.209035678917392	10	9	30	0.005	48_48.61	54.45	48.193	6.257	50	47.5	2.5	20	0.964927949419985	0.155	-6.737	7.046	0.155	3.516	NA	1	927500	928500	protein_coding	+	info619	info619
