SetID	P.value	N.Marker.All	N.Marker.Test	MAC	m	Method.bin	MAP	cases_cMAC	cases_cMAF	controls_cMAC	controls_cMAF	no_of_carriers	enrichment_ratio	P_regression	OR_noOfMutations	OR_L95	OR_U95	eff_estimate	eff_stdErr	chr	start	end	gene_type	strand	additional_info1	additional_info2	exome_wide_check
Gene310	0.296643876894594	10	9	17	11	ER	0.000102895561100792	12	0.006186	5	0.002427	11	2.549	0.173467061154651	1.783	0.775	4.102	0.578	0.425	1	464000	465000	non_coding	-	info310	info310	NA
Gene246	0.296726537377602	10	9	22	20	ER.A	-1	13	0.006701	9	0.004369	20	1.534	0.384412180261141	1.459	0.623	3.415	0.378	0.434	1	368000	369000	non_coding	-	info246	info246	NA
Gene438	0.299120339995327	10	10	27	13	ER.A	-1	12	0.006186	15	0.007282	13	0.849	0.821670942240466	0.94	0.548	1.612	-0.062	0.275	1	656000	657000	non_coding	-	info438	info438	NA
Gene1149	0.302490951681897	10	6	18	12	ER	7.48606747656572e-05	6	0.003093	12	0.005825	12	0.531	0.234060954547188	0.617	0.279	1.367	-0.483	0.406	1	1722500	1723500	protein_coding	+	info1149	info1149	NA
Gene332	0.30285649781148	10	7	27	19	ER.A	-1	9	0.004639	18	0.008738	19	0.531	0.245550879252724	0.668	0.337	1.321	-0.404	0.348	1	497000	498000	non_coding	-	info332	info332	NA
Gene146	0.303414019620073	10	7	17	12	ER	3.84088482195872e-05	11	0.00567	6	0.002913	12	1.946	0.241755044418435	1.625	0.721	3.663	0.485	0.415	1	218000	219000	non_coding	-	info146	info146	NA
Gene646	0.304433077069874	10	9	13	6	ER	0.008230711321034	2	0.001031	11	0.00534	6	0.193	0.234735139870903	0.523	0.18	1.524	-0.648	0.546	1	968000	969000	non_coding	-	info646	info646	NA
Gene1142	0.30529425507171	10	8	25	15	ER.A	-1	11	0.00567	14	0.006796	15	0.834	0.704824526183596	0.894	0.502	1.593	-0.111	0.294	1	1712000	1713000	non_coding	-	info1142	info1142	NA
Gene390	0.3056159720126	10	5	10	9	ER	0.000554405785548013	7	0.003608	3	0.001456	9	2.478	0.197386941157264	2.33	0.644	8.433	0.846	0.656	1	584000	585000	non_coding	-	info390	info390	NA
Gene585	0.30703707209653	10	10	26	13	ER.A	-1	18	0.009278	8	0.003883	13	2.389	0.240539599403148	1.417	0.792	2.538	0.349	0.297	1	876500	877500	protein_coding	+	info585	info585	NA
Gene306	0.307544832332805	10	10	25	11	ER.A	-1	7	0.003608	18	0.008738	11	0.413	0.269583027402413	0.742	0.436	1.261	-0.299	0.271	1	458000	459000	non_coding	-	info306	info306	NA
Gene1080	0.307964782659154	10	8	21	11	ER.A	-1	14	0.007216	7	0.003398	11	2.124	0.182782554331581	1.585	0.805	3.122	0.461	0.346	1	1619000	1620000	non_coding	-	info1080	info1080	NA
Gene1194	0.309900439395967	10	8	21	11	ER.A	-1	14	0.007216	7	0.003398	11	2.124	0.200370143681585	1.501	0.806	2.797	0.406	0.317	1	1790000	1791000	non_coding	-	info1194	info1194	NA
Gene989	0.311667218134028	10	8	20	11	ER	4.01982198225684e-05	5	0.002577	15	0.007282	11	0.354	0.265816301069111	0.648	0.301	1.392	-0.434	0.39	1	1482500	1483500	protein_coding	+	info989	info989	NA
Gene1049	0.312701755177309	10	10	24	17	ER.A	-1	11	0.00567	13	0.006311	17	0.898	0.775139471179156	0.908	0.469	1.758	-0.096	0.337	1	1572500	1573500	protein_coding	+	info1049	info1049	NA
Gene338	0.313201295331541	10	8	21	16	ER.A	-1	7	0.003608	14	0.006796	16	0.531	0.242742245828498	0.626	0.285	1.373	-0.468	0.401	1	506000	507000	non_coding	-	info338	info338	NA
Gene520	0.313537145080811	10	8	24	9	ER.A	-1	17	0.008763	7	0.003398	9	2.579	0.207909221733798	1.412	0.825	2.414	0.345	0.274	1	779000	780000	non_coding	-	info520	info520	NA
Gene454	0.313727104912791	10	8	17	15	ER	1.91220937704851e-06	5	0.002577	12	0.005825	15	0.442	0.217971332108457	0.527	0.191	1.459	-0.64	0.519	1	680000	681000	non_coding	-	info454	info454	NA
Gene634	0.314504968645974	10	7	19	13	ER	3.39954617370779e-05	6	0.003093	13	0.006311	13	0.49	0.194644267832763	0.593	0.269	1.306	-0.523	0.403	1	950000	951000	non_coding	-	info634	info634	NA
Gene1012	0.316017696151662	10	10	10	2	ER	0.0991408670514937	3	0.001546	7	0.003398	2	0.455	0.513051690885447	0.822	0.458	1.477	-0.195	0.299	1	1517000	1518000	non_coding	-	info1012	info1012	NA
Gene1136	0.316603445975703	10	9	14	10	ER	0.000157728799082991	4	0.002062	10	0.004854	10	0.425	0.282485905660438	0.608	0.246	1.506	-0.497	0.462	1	1703000	1704000	non_coding	-	info1136	info1136	NA
Gene436	0.316733264775693	10	10	24	16	ER.A	-1	15	0.007732	9	0.004369	16	1.77	0.244279493841871	1.454	0.774	2.733	0.375	0.322	1	653000	654000	non_coding	-	info436	info436	NA
Gene29	0.32109646871708	10	8	12	4	ER	0.0326202506042801	5	0.002577	7	0.003398	4	0.758	0.742773712422212	0.902	0.488	1.668	-0.103	0.314	1	42500	43500	protein_coding	+	info29	info29	NA
Gene1397	0.321435218354034	10	10	23	13	ER.A	-1	7	0.003608	16	0.007767	13	0.465	0.241201876596884	0.688	0.368	1.286	-0.374	0.319	1	2094500	2095500	protein_coding	+	info1397	info1397	NA
Gene498	0.323028160732383	10	6	10	7	ER	0.00147643561089242	2	0.001031	8	0.003883	7	0.266	0.256304541746324	0.454	0.116	1.775	-0.79	0.696	1	746000	747000	non_coding	-	info498	info498	NA
Gene432	0.324435559228387	10	10	25	23	ER.A	-1	12	0.006186	13	0.006311	23	0.98	0.894255175121622	0.948	0.432	2.08	-0.053	0.401	1	647000	648000	non_coding	-	info432	info432	NA
Gene812	0.324481930509154	10	10	22	15	ER.A	-1	15	0.007732	7	0.003398	15	2.275	0.253856410784204	1.506	0.745	3.041	0.409	0.359	1	1217000	1218000	non_coding	-	info812	info812	NA
Gene130	0.324588819577047	10	6	11	6	ER	0.00627952454195992	4	0.002062	7	0.003398	6	0.607	0.55835753946519	0.77	0.321	1.848	-0.261	0.447	1	194000	195000	non_coding	-	info130	info130	NA
Gene967	0.324952631953673	10	8	21	13	ER.A	-1	15	0.007732	6	0.002913	13	2.654	0.195019202726532	1.615	0.782	3.334	0.479	0.37	1	1449500	1450500	protein_coding	+	info967	info967	NA
Gene979	0.32594610114982	10	8	15	10	ER	0.000219034606781498	9	0.004639	6	0.002913	10	1.593	0.719799959846515	1.163	0.509	2.655	0.151	0.421	1	1467500	1468500	protein_coding	+	info979	info979	NA
Gene75	0.326610697473835	10	5	11	7	ER	0.00122638300692849	3	0.001546	8	0.003883	7	0.398	0.248627783207493	0.53	0.18	1.559	-0.635	0.551	1	111500	112500	protein_coding	+	info75	info75	NA
Gene191	0.327052665968856	10	4	10	9	ER	0.000629162467795355	7	0.003608	3	0.001456	9	2.478	0.220151262004269	2.259	0.614	8.307	0.815	0.664	1	285500	286500	protein_coding	+	info191	info191	NA
Gene1370	0.32728263058928	10	7	22	19	ER.A	-1	9	0.004639	13	0.006311	19	0.735	0.741882390121803	0.872	0.387	1.966	-0.137	0.414	1	2054000	2055000	non_coding	-	info1370	info1370	NA
Gene851	0.327428102397715	10	4	13	6	ER	0.00451476347169901	4	0.002062	9	0.004369	6	0.472	0.285022398205021	0.656	0.303	1.421	-0.422	0.395	1	1275500	1276500	protein_coding	+	info851	info851	NA
Gene170	0.327609510047691	10	9	24	10	ER.A	-1	16	0.008247	8	0.003883	10	2.124	0.218139122037249	1.376	0.828	2.288	0.319	0.259	1	254000	255000	non_coding	-	info170	info170	NA
Gene681	0.327719119944186	10	9	21	15	ER.A	-1	7	0.003608	14	0.006796	15	0.531	0.217232972158977	0.628	0.299	1.315	-0.466	0.378	1	1020500	1021500	protein_coding	+	info681	info681	NA
Gene25	0.330093458905202	10	9	17	10	ER	0.000232092219791624	8	0.004124	9	0.004369	10	0.944	0.827405008454548	0.923	0.449	1.896	-0.08	0.367	1	36500	37500	protein_coding	+	info25	info25	NA
Gene3	0.330377887438979	10	8	23	18	ER.A	-1	10	0.005155	13	0.006311	18	0.817	0.784795427165289	0.903	0.435	1.875	-0.102	0.373	1	3500	4500	protein_coding	+	info3	info3	NA
Gene816	0.33339548231221	10	6	16	13	ER	2.90103011877966e-05	11	0.00567	5	0.002427	13	2.336	0.207733204506993	1.852	0.71	4.828	0.616	0.489	1	1223000	1224000	non_coding	-	info816	info816	NA
Gene554	0.334633224547657	10	10	29	23	ER.A	-1	15	0.007732	14	0.006796	23	1.138	0.65407074361132	1.159	0.609	2.206	0.147	0.329	1	830000	831000	non_coding	-	info554	info554	NA
Gene1423	0.335270399943423	10	10	28	20	ER.A	-1	11	0.00567	17	0.008252	20	0.687	0.391407495198776	0.753	0.394	1.441	-0.284	0.331	1	2133500	2134500	protein_coding	+	info1423	info1423	NA
Gene792	0.335355054874482	10	10	23	16	ER.A	-1	15	0.007732	8	0.003883	16	1.991	0.265840540034599	1.493	0.737	3.024	0.401	0.36	1	1187000	1188000	non_coding	-	info792	info792	NA
Gene1233	0.336769207321333	10	8	21	16	ER.A	-1	9	0.004639	12	0.005825	16	0.796	0.762668450241788	0.891	0.42	1.889	-0.116	0.384	1	1848500	1849500	protein_coding	+	info1233	info1233	NA
Gene796	0.337016598307946	10	10	23	14	ER.A	-1	16	0.008247	7	0.003398	14	2.427	0.215710232408323	1.519	0.784	2.944	0.418	0.338	1	1193000	1194000	non_coding	-	info796	info796	NA
Gene469	0.338449380500201	10	5	9	8	ER	0.000921304549845714	4	0.002062	5	0.002427	8	0.85	0.921248666035914	0.939	0.271	3.258	-0.063	0.635	1	702500	703500	protein_coding	+	info469	info469	NA
Gene1060	0.339237278664896	10	7	13	8	ER	0.000613464171419623	7	0.003608	6	0.002913	8	1.239	0.875278346245581	1.069	0.466	2.451	0.066	0.424	1	1589000	1590000	non_coding	-	info1060	info1060	NA
Gene139	0.34122512447842	10	6	9	7	ER	0.0023910423203501	2	0.001031	7	0.003398	7	0.303	0.219127219628649	0.412	0.1	1.694	-0.886	0.721	1	207500	208500	protein_coding	+	info139	info139	NA
Gene117	0.342881788879295	10	8	17	12	ER	3.39433063976045e-05	7	0.003608	10	0.004854	12	0.743	0.71211330086336	0.862	0.392	1.895	-0.148	0.402	1	174500	175500	protein_coding	+	info117	info117	NA
Gene991	0.343022664051969	10	8	18	13	ER	3.14741110424879e-05	12	0.006186	6	0.002913	13	2.124	0.305393189375912	1.559	0.667	3.643	0.444	0.433	1	1485500	1486500	protein_coding	+	info991	info991	NA
Gene167	0.343904776235877	10	10	30	16	ER.A	-1	18	0.009278	12	0.005825	16	1.593	0.342074799890121	1.285	0.766	2.154	0.25	0.264	1	249500	250500	protein_coding	+	info167	info167	NA
Gene999	0.344311388425531	10	5	15	9	ER	0.000452413279901454	4	0.002062	11	0.00534	9	0.386	0.291714709718845	0.633	0.271	1.481	-0.457	0.434	1	1497500	1498500	protein_coding	+	info999	info999	NA
Gene1160	0.344704473234963	10	5	11	9	ER	0.000281231305499567	7	0.003608	4	0.001942	9	1.858	0.260325735562709	1.882	0.626	5.663	0.633	0.562	1	1739000	1740000	non_coding	-	info1160	info1160	NA
Gene505	0.344868532979386	10	7	15	13	ER	1.49791288584315e-05	10	0.005155	5	0.002427	13	2.124	0.179512654779456	2.027	0.722	5.686	0.706	0.526	1	756500	757500	protein_coding	+	info505	info505	NA
Gene635	0.344915876149324	10	7	19	14	ER	4.65279733102989e-06	12	0.006186	7	0.003398	14	1.82	0.229161952879359	1.641	0.732	3.678	0.495	0.412	1	951500	952500	protein_coding	+	info635	info635	NA
Gene20	0.345061166458681	10	5	16	13	ER	2.00099245242821e-05	5	0.002577	11	0.00534	13	0.483	0.258626886300824	0.572	0.217	1.508	-0.559	0.495	1	29000	30000	non_coding	-	info20	info20	NA
Gene590	0.345671159523487	10	3	9	6	ER	0.00469285173848388	4	0.002062	5	0.002427	6	0.85	0.717681399342589	0.823	0.286	2.37	-0.195	0.54	1	884000	885000	non_coding	-	info590	info590	NA
Gene1140	0.346327689188753	10	10	13	5	ER	0.0116813827076185	2	0.001031	11	0.00534	5	0.193	0.293657627153671	0.586	0.216	1.59	-0.535	0.51	1	1709000	1710000	non_coding	-	info1140	info1140	NA
Gene114	0.347095230468769	10	6	20	16	ER	2.8902511594436e-06	13	0.006701	7	0.003398	16	1.972	0.270179958553703	1.605	0.692	3.719	0.473	0.429	1	170000	171000	non_coding	-	info114	info114	NA
Gene1	0.347484615186943	10	6	12	6	ER	0.00577322145612148	9	0.004639	3	0.001456	6	3.186	0.319144861050602	1.611	0.63	4.117	0.477	0.479	1	500	1500	protein_coding	+	info1	info1	NA
Gene330	0.348272310755033	10	7	18	17	ER	6.88984392538138e-07	6	0.003093	12	0.005825	17	0.531	0.226280125264638	0.54	0.199	1.465	-0.617	0.51	1	494000	495000	non_coding	-	info330	info330	NA
Gene1200	0.348685603738972	10	9	14	7	ER	0.00201940143839822	4	0.002062	10	0.004854	7	0.425	0.25363848122615	0.629	0.283	1.395	-0.464	0.407	1	1799000	1800000	non_coding	-	info1200	info1200	NA
Gene1229	0.348735079870578	10	10	25	9	ER.A	-1	17	0.008763	8	0.003883	9	2.257	0.253307404292426	1.331	0.815	2.174	0.286	0.25	1	1842500	1843500	protein_coding	+	info1229	info1229	NA
Gene1141	0.349146547610306	10	5	12	5	ER	0.00661995069451629	4	0.002062	8	0.003883	5	0.531	0.380733741106249	0.724	0.352	1.49	-0.322	0.368	1	1710500	1711500	protein_coding	+	info1141	info1141	NA
Gene953	0.349244554773613	10	9	15	5	ER	0.0098786613251634	13	0.006701	2	0.000971	5	6.901	0.210763727944634	1.788	0.72	4.443	0.581	0.464	1	1428500	1429500	protein_coding	+	info953	info953	NA
Gene435	0.349276921105104	10	9	25	19	ER.A	-1	16	0.008247	9	0.004369	19	1.888	0.227174165592415	1.55	0.761	3.157	0.438	0.363	1	651500	652500	protein_coding	+	info435	info435	NA
Gene250	0.349376259350904	10	9	26	18	ER.A	-1	15	0.007732	11	0.00534	18	1.448	0.451114616381537	1.267	0.685	2.343	0.236	0.314	1	374000	375000	non_coding	-	info250	info250	NA
Gene1273	0.350222936643499	10	8	11	5	ER	0.00740728220690358	1	0.000515	10	0.004854	5	0.106	0.275666690781601	0.398	0.076	2.088	-0.922	0.846	1	1908500	1909500	protein_coding	+	info1273	info1273	NA
Gene996	0.351253453307616	10	9	27	24	ER.A	-1	9	0.004639	18	0.008738	24	0.531	0.180989320966471	0.572	0.253	1.296	-0.558	0.417	1	1493000	1494000	non_coding	-	info996	info996	NA
Gene809	0.351558662587879	10	10	34	20	ER.A	-1	13	0.006701	21	0.010194	20	0.657	0.563817968289724	0.861	0.518	1.431	-0.15	0.259	1	1212500	1213500	protein_coding	+	info809	info809	NA
Gene1044	0.351972223700498	10	8	25	13	ER.A	-1	17	0.008763	8	0.003883	13	2.257	0.378263086960772	1.304	0.722	2.356	0.266	0.302	1	1565000	1566000	non_coding	-	info1044	info1044	NA
Gene206	0.352472718619227	10	9	28	18	ER.A	-1	19	0.009794	9	0.004369	18	2.242	0.200157845974449	1.517	0.802	2.871	0.417	0.325	1	308000	309000	non_coding	-	info206	info206	NA
Gene211	0.353488722896768	10	9	23	13	ER.A	-1	13	0.006701	10	0.004854	13	1.381	0.628166820323557	1.17	0.619	2.212	0.157	0.325	1	315500	316500	protein_coding	+	info211	info211	NA
Gene627	0.35371064988709	10	7	16	11	ER	0.000133567728156886	7	0.003608	9	0.004369	11	0.826	0.64089311770454	0.841	0.406	1.741	-0.173	0.371	1	939500	940500	protein_coding	+	info627	info627	NA
Gene1305	0.353729104676296	10	10	23	12	ER.A	-1	14	0.007216	9	0.004369	12	1.652	0.382806185555507	1.282	0.734	2.242	0.249	0.285	1	1956500	1957500	protein_coding	+	info1305	info1305	NA
Gene1114	0.353808126484817	10	9	25	20	ER.A	-1	16	0.008247	9	0.004369	20	1.888	0.202064002212632	1.619	0.772	3.393	0.482	0.378	1	1670000	1671000	non_coding	-	info1114	info1114	NA
Gene313	0.354350520517402	10	8	10	5	ER	0.0122022661567303	8	0.004124	2	0.000971	5	4.247	0.179113444064537	2.161	0.702	6.654	0.771	0.574	1	468500	469500	protein_coding	+	info313	info313	NA
Gene658	0.355575272611595	10	10	34	17	ER.A	-1	16	0.008247	18	0.008738	17	0.944	0.91903347981522	0.976	0.614	1.551	-0.024	0.236	1	986000	987000	non_coding	-	info658	info658	NA
Gene654	0.35579267024891	10	8	23	20	ER.A	-1	8	0.004124	15	0.007282	20	0.566	0.191160065051016	0.571	0.246	1.323	-0.561	0.429	1	980000	981000	non_coding	-	info654	info654	NA
Gene614	0.356129130203046	10	6	14	7	ER	0.00259104385379332	4	0.002062	10	0.004854	7	0.425	0.2674825122149	0.629	0.277	1.427	-0.464	0.418	1	920000	921000	non_coding	-	info614	info614	NA
Gene140	0.356211218106208	10	9	25	11	ER.A	-1	13	0.006701	12	0.005825	11	1.15	0.967946800218898	0.99	0.608	1.612	-0.01	0.249	1	209000	210000	non_coding	-	info140	info140	NA
Gene1188	0.35680820510308	10	9	16	10	ER	0.000230472287026125	5	0.002577	11	0.00534	10	0.483	0.338504494568241	0.662	0.285	1.54	-0.412	0.43	1	1781000	1782000	non_coding	-	info1188	info1188	NA
Gene976	0.358360879248661	10	10	25	14	ER.A	-1	8	0.004124	17	0.008252	14	0.5	0.23741920097117	0.683	0.364	1.285	-0.381	0.322	1	1463000	1464000	non_coding	-	info976	info976	NA
Gene239	0.35837075684452	10	9	23	14	ER.A	-1	15	0.007732	8	0.003883	14	1.991	0.245745102698891	1.427	0.783	2.6	0.355	0.306	1	357500	358500	protein_coding	+	info239	info239	NA
Gene290	0.358771473658487	10	5	8	5	ER	0.00760442781988848	1	0.000515	7	0.003398	5	0.152	0.273493558112297	0.349	0.053	2.296	-1.052	0.961	1	434000	435000	non_coding	-	info290	info290	NA
Gene924	0.359614021421383	10	7	12	5	ER	0.014260121563476	3	0.001546	9	0.004369	5	0.354	0.283029936815895	0.634	0.276	1.457	-0.456	0.425	1	1385000	1386000	non_coding	-	info924	info924	NA
Gene1245	0.359638468684722	10	10	24	17	ER.A	-1	15	0.007732	9	0.004369	17	1.77	0.24304428351821	1.526	0.75	3.104	0.423	0.362	1	1866500	1867500	protein_coding	+	info1245	info1245	NA
Gene1260	0.361099039104913	10	10	15	11	ER	6.22032510554147e-05	11	0.00567	4	0.001942	11	2.92	0.226704374073789	1.899	0.671	5.369	0.641	0.53	1	1889000	1890000	non_coding	-	info1260	info1260	NA
Gene890	0.363327258187275	10	9	29	10	ER.A	-1	13	0.006701	16	0.007767	10	0.863	0.79539582719308	0.952	0.655	1.383	-0.049	0.191	1	1334000	1335000	non_coding	-	info890	info890	NA
Gene333	0.363402182359864	10	10	32	21	ER.A	-1	19	0.009794	13	0.006311	21	1.552	0.317655053697537	1.314	0.769	2.242	0.273	0.273	1	498500	499500	protein_coding	+	info333	info333	NA
Gene55	0.364045181026837	10	7	18	11	ER	0.000147257599278142	6	0.003093	12	0.005825	11	0.531	0.269771322182985	0.655	0.309	1.389	-0.423	0.383	1	81500	82500	protein_coding	+	info55	info55	NA
Gene877	0.364250508395684	10	3	6	6	ER	0.006090287480621	4	0.002062	2	0.000971	6	2.124	0.384582669318645	2.163	0.38	12.316	0.772	0.887	1	1314500	1315500	protein_coding	+	info877	info877	NA
Gene395	0.364606820267162	10	8	19	13	ER	1.58648196093414e-05	6	0.003093	13	0.006311	13	0.49	0.234450363073691	0.618	0.28	1.366	-0.481	0.404	1	591500	592500	protein_coding	+	info395	info395	NA
Gene451	0.364656269689687	10	9	22	12	ER.A	-1	15	0.007732	7	0.003398	12	2.275	0.311771234365388	1.369	0.745	2.518	0.314	0.311	1	675500	676500	protein_coding	+	info451	info451	NA
Gene1247	0.365175484516141	10	9	30	18	ER.A	-1	13	0.006701	17	0.008252	18	0.812	0.729019687426268	0.903	0.506	1.61	-0.102	0.295	1	1869500	1870500	protein_coding	+	info1247	info1247	NA
Gene30	0.365196639387568	10	10	22	14	ER.A	-1	15	0.007732	7	0.003398	14	2.275	0.226844635759779	1.552	0.761	3.164	0.439	0.364	1	44000	45000	non_coding	-	info30	info30	NA
Gene287	0.365368756463621	10	7	18	13	ER	3.96583532114e-05	6	0.003093	12	0.005825	13	0.531	0.227517599639014	0.6	0.262	1.375	-0.51	0.423	1	429500	430500	protein_coding	+	info287	info287	NA
Gene1016	0.367072306522719	10	9	23	14	ER.A	-1	13	0.006701	10	0.004854	14	1.381	0.599579656721595	1.194	0.616	2.313	0.177	0.337	1	1523000	1524000	non_coding	-	info1016	info1016	NA
Gene382	0.367303589374175	10	8	18	12	ER	1.83028144137671e-05	5	0.002577	13	0.006311	12	0.408	0.324994135952172	0.657	0.285	1.516	-0.42	0.426	1	572000	573000	non_coding	-	info382	info382	NA
Gene356	0.36893552153629	10	7	23	16	ER.A	-1	12	0.006186	11	0.00534	16	1.158	0.797763056831455	1.094	0.552	2.168	0.089	0.349	1	533000	534000	non_coding	-	info356	info356	NA
Gene289	0.369231208030596	10	10	22	16	ER.A	-1	7	0.003608	15	0.007282	16	0.495	0.201683116496739	0.593	0.266	1.322	-0.522	0.409	1	432500	433500	protein_coding	+	info289	info289	NA
Gene700	0.369403324826247	10	6	18	17	ER	7.33087867322506e-07	12	0.006186	6	0.002913	17	2.124	0.222530884271233	1.867	0.685	5.092	0.624	0.512	1	1049000	1050000	non_coding	-	info700	info700	NA
Gene860	0.371786088835279	10	10	16	10	ER	0.000166436995254296	6	0.003093	10	0.004854	10	0.637	0.725158960799983	0.878	0.424	1.818	-0.131	0.372	1	1289000	1290000	non_coding	-	info860	info860	NA
Gene1157	0.372189021221442	10	8	25	17	ER.A	-1	16	0.008247	9	0.004369	17	1.888	0.245260078003656	1.472	0.767	2.827	0.387	0.333	1	1734500	1735500	protein_coding	+	info1157	info1157	NA
Gene508	0.374354616759021	10	8	20	13	ER	1.03978875861772e-05	6	0.003093	14	0.006796	13	0.455	0.270418941635162	0.655	0.309	1.389	-0.422	0.383	1	761000	762000	non_coding	-	info508	info508	NA
Gene548	0.376192115045915	10	4	12	9	ER	0.000616185891532805	8	0.004124	4	0.001942	9	2.124	0.327383027165995	1.683	0.594	4.772	0.521	0.532	1	821000	822000	non_coding	-	info548	info548	NA
Gene1226	0.376393584108306	10	9	26	18	ER.A	-1	16	0.008247	10	0.004854	18	1.699	0.246433774968927	1.471	0.766	2.825	0.386	0.333	1	1838000	1839000	non_coding	-	info1226	info1226	NA
Gene567	0.376616537693544	10	10	29	11	ER.A	-1	20	0.010309	9	0.004369	11	2.36	0.26187005297343	1.309	0.818	2.094	0.269	0.24	1	849500	850500	protein_coding	+	info567	info567	NA
Gene994	0.376647453826437	10	7	18	14	ER	5.80341492281449e-06	6	0.003093	12	0.005825	14	0.531	0.305727173873019	0.633	0.264	1.518	-0.457	0.446	1	1490000	1491000	non_coding	-	info994	info994	NA
Gene867	0.377959021628857	10	10	20	14	ER	6.1596552655845e-06	9	0.004639	11	0.00534	14	0.869	0.799524337352512	0.917	0.469	1.792	-0.087	0.342	1	1299500	1300500	protein_coding	+	info867	info867	NA
Gene85	0.378295591357401	10	10	26	18	ER.A	-1	9	0.004639	17	0.008252	18	0.562	0.23908711017319	0.69	0.371	1.28	-0.372	0.316	1	126500	127500	protein_coding	+	info85	info85	NA
Gene198	0.37866641640373	10	10	27	21	ER.A	-1	10	0.005155	17	0.008252	21	0.625	0.282867830225884	0.694	0.357	1.351	-0.365	0.34	1	296000	297000	non_coding	-	info198	info198	NA
Gene901	0.378758874525967	10	6	11	6	ER	0.00525819979438902	8	0.004124	3	0.001456	6	2.832	0.277580548637965	1.725	0.645	4.617	0.545	0.502	1	1350500	1351500	protein_coding	+	info901	info901	NA
Gene90	0.379028533794636	10	7	21	14	ER.A	-1	7	0.003608	14	0.006796	14	0.531	0.255751819992491	0.657	0.318	1.356	-0.42	0.37	1	134000	135000	non_coding	-	info90	info90	NA
Gene1125	0.37940908406697	10	10	28	10	ER.A	-1	14	0.007216	14	0.006796	10	1.062	0.770321638789737	1.059	0.721	1.556	0.057	0.196	1	1686500	1687500	protein_coding	+	info1125	info1125	NA
Gene863	0.380700921404458	10	7	19	12	ER	3.27719140507837e-05	7	0.003608	12	0.005825	12	0.619	0.320268309068274	0.691	0.334	1.432	-0.369	0.372	1	1293500	1294500	protein_coding	+	info863	info863	NA
Gene325	0.381241612848703	10	9	24	16	ER.A	-1	10	0.005155	14	0.006796	16	0.759	0.642768013356141	0.857	0.447	1.645	-0.154	0.333	1	486500	487500	protein_coding	+	info325	info325	NA
